key,is_bi,lstm_layers,lstm_hidden_dim,out_layers,special_tokens,tag_mode,loss,accuracy,f1,explained_variance,alpha
mono_1_64_1__first,False,1,64,1,,first,1.7115682363510132,0.5833157896995544,0.4420517910788023,-0.0009602705701978742,34.10487374951938
mono_1_64_1__last,False,1,64,1,,last,2.041877110799154,0.5967640280723572,0.4191612326595882,0.0721280518509907,39.57027729194981
mono_1_64_1__terminal,False,1,64,1,,terminal,2.6065805753072104,0.481668621301651,0.30797661189356157,-0.29131263892299986,35.86364501039769
mono_2_128_1_#ow_all,False,2,128,1,#ow,all,3.6717778046925864,0.39276769757270813,0.22742784731522822,-0.44860076148536604,35.57302570558995
mono_2_128_1_#ow_first,False,2,128,1,#ow,first,2.573100964228312,0.1907963752746582,0.1119348342567727,-0.8674077740360657,16.622899507055667
mono_2_128_1_#ow_last,False,2,128,1,#ow,last,1.4363868633906047,0.5732296705245972,0.48201900118616,-0.07386027900211656,26.297350138928202
mono_2_128_1_#ow_terminal,False,2,128,1,#ow,terminal,2.9108035564422607,0.3168732821941376,0.2285932474667203,-0.6202171440329252,27.16425898820268
mono_2_128_1_bow_all,False,2,128,1,bow,all,3.5139567057291665,0.3738333284854889,0.17760112078214332,-0.4639673854651088,33.22241561770354
mono_2_128_1_bow_first,False,2,128,1,bow,first,2.6214000384012857,0.19836099445819855,0.1047117637427662,-0.8553085212729783,18.119590397448953
mono_2_128_1_bow_last,False,2,128,1,bow,last,1.909093181292216,0.5305736064910889,0.39457801684451627,-0.12131097023868298,44.47574681610853
mono_2_128_1_bow_terminal,False,2,128,1,bow,terminal,3.375992218653361,0.27075013518333435,0.15629514486820467,-0.6404390049765785,41.44440618839172
mono_2_128_1_eow_all,False,2,128,1,eow,all,3.19425368309021,0.4645000100135803,0.2670754331801073,-0.28496446435424416,38.14566585644775
mono_2_128_1_eow_first,False,2,128,1,eow,first,1.7568236986796062,0.5013658404350281,0.36454341161527054,-0.2505784550390264,33.629945883122474
mono_2_128_1_eow_last,False,2,128,1,eow,last,1.5059524774551392,0.5461231470108032,0.46273447693252473,-0.17983908188419262,26.717503887527077
mono_2_128_1_eow_terminal,False,2,128,1,eow,terminal,2.5163252353668213,0.46112626791000366,0.3468806417441537,-0.30886540112482086,36.85006777226205
mono_2_128_1__all,False,2,128,1,,all,3.1519569555918374,0.44377315044403076,0.19168144000238865,-0.3536040467987809,33.20815230139722
mono_2_128_1__first,False,2,128,1,,first,1.8371412754058838,0.4862366020679474,0.3436882787212263,-0.21534233390000154,45.11787273744049
mono_2_128_1__last,False,2,128,1,,last,2.234050750732422,0.47573018074035645,0.3133962035916832,-0.2815240218701538,51.27632363894334
mono_2_128_1__terminal,False,2,128,1,,terminal,2.7765740553538003,0.38657858967781067,0.22329119519394705,-0.3901021176411552,43.663089833822234
mono_2_16_1_#ow_all,False,2,16,1,#ow,all,3.7276732126871743,0.39254799485206604,0.19416766782690847,-0.35209380603732465,35.54669749545818
mono_2_16_1_#ow_first,False,2,16,1,#ow,first,2.6868717670440674,0.1981508731842041,0.08142378157050843,-0.7373647103759586,19.687825954248563
mono_2_16_1_#ow_last,False,2,16,1,#ow,last,1.6072745720545452,0.5635637640953064,0.41340774751979803,-0.08505637408294686,26.603068746146093
mono_2_16_1_#ow_terminal,False,2,16,1,#ow,terminal,3.031011978785197,0.30300483107566833,0.185697374752787,-0.444224986652358,28.876435267286624
mono_2_16_1_bow_all,False,2,16,1,bow,all,3.5886698563893638,0.37211111187934875,0.16352349911379005,-0.3977877451491574,29.618257000032916
mono_2_16_1_bow_first,False,2,16,1,bow,first,2.7164016564687095,0.1819709986448288,0.08418859952140657,-0.733760971080349,19.6302213368336
mono_2_16_1_bow_last,False,2,16,1,bow,last,2.0636042753855386,0.5574700236320496,0.3826432258463937,-0.07930164761631331,40.04559329893659
mono_2_16_1_bow_terminal,False,2,16,1,bow,terminal,3.3937177658081055,0.2787350118160248,0.15771624428072348,-0.5881474814409713,39.17560343710353
mono_2_16_1_eow_all,False,2,16,1,eow,all,3.248217821121216,0.4506666660308838,0.2431526317456595,-0.23427868474395996,43.068195339217226
mono_2_16_1_eow_first,False,2,16,1,eow,first,1.8557370503743489,0.5104013085365295,0.3539779862844237,-0.1567764818817956,37.25694070689908
mono_2_16_1_eow_last,False,2,16,1,eow,last,1.6909958521525066,0.5349863171577454,0.3908391709230292,-0.06825969120354825,28.412836572972832
mono_2_16_1_eow_terminal,False,2,16,1,eow,terminal,2.6438883940378823,0.43076273798942566,0.26999681175718926,-0.2815283788314944,37.136472854689536
mono_2_16_1__all,False,2,16,1,,all,3.1952991485595703,0.4621252417564392,0.17578821521244536,-0.2723100106917886,36.367239859866395
mono_2_16_1__first,False,2,16,1,,first,2.0517795085906982,0.4475730061531067,0.2730247373621371,-0.2854713880433879,44.180653883729114
mono_2_16_1__last,False,2,16,1,,last,2.323698361714681,0.47383901476860046,0.2833965248698917,-0.1732800123997662,45.65586416783384
mono_2_16_1__terminal,False,2,16,1,,terminal,2.905923763910929,0.34408602118492126,0.18887896777321236,-0.6820791001415072,38.793695968444595
mono_2_32_1_#ow_all,False,2,32,1,#ow,all,3.6324310302734375,0.4240959584712982,0.2256230863202817,-0.37386415299339526,36.36427084810995
mono_2_32_1_#ow_first,False,2,32,1,#ow,first,2.61676025390625,0.20571547746658325,0.10015493253456094,-0.816050237823907,15.903631931908983
mono_2_32_1_#ow_last,False,2,32,1,#ow,last,1.5026148557662964,0.5894095301628113,0.48625311943912625,-0.09057069484180413,23.787521220583752
mono_2_32_1_#ow_terminal,False,2,32,1,#ow,terminal,2.9772026538848877,0.30846816301345825,0.20272799350151424,-0.6051241125199605,24.89458229358147
mono_2_32_1_bow_all,False,2,32,1,bow,all,3.504880428314209,0.4077777862548828,0.19887337953088804,-0.5363026211576598,34.22599222376668
mono_2_32_1_bow_first,False,2,32,1,bow,first,2.730848471323649,0.15969741344451904,0.06797803143671989,-0.6722354586710682,16.366687756582838
mono_2_32_1_bow_last,False,2,32,1,bow,last,1.948638916015625,0.5665055513381958,0.40218238403676393,-0.010880689761245232,38.16756193239767
mono_2_32_1_bow_terminal,False,2,32,1,bow,terminal,3.3244922161102295,0.3072073757648468,0.1727827308795318,-0.6203527675361209,39.147357645109075
mono_2_32_1_eow_all,False,2,32,1,eow,all,3.2181452910105386,0.4726666808128357,0.2656300580347072,-0.19987832766824276,37.665300043758485
mono_2_32_1_eow_first,False,2,32,1,eow,first,1.7728051741917927,0.5034670829772949,0.3529890447795681,-0.20187058294200136,32.68320435985119
mono_2_32_1_eow_last,False,2,32,1,eow,last,1.5567403237024944,0.5633536577224731,0.4432333383182805,-0.0005325809653189406,25.10200238695688
mono_2_32_1_eow_terminal,False,2,32,1,eow,terminal,2.537312666575114,0.4582895338535309,0.32628634880999735,-0.28815708233447457,34.462495747478194
mono_2_32_1__all,False,2,32,1,,all,3.0926766395568848,0.48818066716194153,0.2111293077922512,-0.14806901178746767,34.26567250513331
mono_2_32_1__first,False,2,32,1,,first,1.8048073848088582,0.5112418532371521,0.3540195790039854,-0.18671785297796317,41.59229995431479
mono_2_32_1__last,False,2,32,1,,last,2.2200803756713867,0.5003151893615723,0.3244241384025942,-0.1633105197026512,44.53437898613993
mono_2_32_1__terminal,False,2,32,1,,terminal,2.801602919896444,0.40406790375709534,0.21954439885002172,-0.4000374939023992,40.88487523558632
mono_2_64_1_#ow_all,False,2,64,1,#ow,all,3.679304917653402,0.40520232915878296,0.22123390533634268,-0.38009964024520637,35.36217052154612
mono_2_64_1_#ow_first,False,2,64,1,#ow,first,2.6158045132954917,0.20340406894683838,0.11214890606992785,-0.870235118452397,15.00532510376178
mono_2_64_1_#ow_last,False,2,64,1,#ow,last,1.4279183149337769,0.5873082280158997,0.49565406162375397,-0.02094653422756121,25.507882680077216
mono_2_64_1_#ow_terminal,False,2,64,1,#ow,terminal,2.918332576751709,0.32422778010368347,0.23719301619549846,-0.7027113702391561,25.243806618125248
mono_2_64_1_bow_all,False,2,64,1,bow,all,3.4792655309041343,0.4006666839122772,0.19196875482909456,-0.3987248573105111,33.195652497525295
mono_2_64_1_bow_first,False,2,64,1,bow,first,2.618011474609375,0.19983188807964325,0.103256789169831,-0.852660821963274,16.283429903967345
mono_2_64_1_bow_last,False,2,64,1,bow,last,1.9001212517420452,0.5496953129768372,0.4200492175014749,-0.05707967276693315,41.397012968572504
mono_2_64_1_bow_terminal,False,2,64,1,bow,terminal,3.321697950363159,0.29428449273109436,0.16928524570924544,-0.6050223530318222,39.879066488605545
mono_2_64_1_eow_all,False,2,64,1,eow,all,3.2062615553538003,0.47344446182250977,0.2673028234550736,-0.29192748930286516,37.50592891509815
mono_2_64_1_eow_first,False,2,64,1,eow,first,1.694047212600708,0.508510172367096,0.38354753365775074,-0.21573083761190023,31.74816963012224
mono_2_64_1_eow_last,False,2,64,1,eow,last,1.4824891090393066,0.5591510534286499,0.46124410808451355,-0.1521631865568005,25.88802572030328
mono_2_64_1_eow_terminal,False,2,64,1,eow,terminal,2.508974313735962,0.4455767869949341,0.3381679784672504,-0.332805353517013,34.6041571589487
mono_2_64_1__all,False,2,64,1,,all,3.113030274709066,0.45985954999923706,0.20136108070620384,-0.38909531532190056,32.47300931369158
mono_2_64_1__first,False,2,64,1,,first,1.885575811068217,0.47615042328834534,0.32103029021553353,-0.23395731173430434,41.66860638098756
mono_2_64_1__last,False,2,64,1,,last,2.204399824142456,0.5246900320053101,0.34998750130017814,-0.11569378863028423,48.810904557357425
mono_2_64_1__terminal,False,2,64,1,,terminal,2.8097036679585776,0.4027723968029022,0.2250148778464276,-0.38372172311425756,40.30540984231955
